StageHistoryID,OpportunityID,StageNo,Stage,EnteredOn,ExitedOn,DaysInStage
STH-0086994,OPP-020817,1,1-Enquiry,2025-03-26 22:25:41,2025-03-27 20:13:23,0.91
STH-0086995,OPP-020817,2,2-Test Drive / Demo,2025-03-27 20:13:23,2025-03-29 20:58:15,2.03
STH-0086996,OPP-020817,3,3-Quotation,2025-03-29 20:58:15,2025-04-02 18:20:25,3.89
STH-0086997,OPP-020817,4,4-Negotiation,2025-04-02 18:20:25,2025-04-04 11:39:14,1.72
STH-0086998,OPP-020817,5,5-Booking / PO,2025-04-04 11:39:14,2025-05-11 08:21:33,36.86
STH-0086999,OPP-020817,6,6-Closed Won,2025-05-11 08:21:33,,
STH-0087000,OPP-020818,1,1-Enquiry,2025-03-31 11:53:08,2025-04-03 14:22:03,3.1
STH-0087001,OPP-020818,2,2-Test Drive / Demo,2025-04-03 14:22:03,2025-04-07 04:48:24,3.6
STH-0087002,OPP-020818,7,7-Closed Lost,2025-04-07 04:48:24,,
STH-0087003,OPP-020819,1,1-Enquiry,2025-03-30 23:28:59,2025-03-31 14:49:42,0.64
STH-0087004,OPP-020819,7,7-Closed Lost,2025-03-31 14:49:42,,
STH-0087005,OPP-020820,1,1-Enquiry,2025-03-27 15:08:07,2025-03-31 13:36:32,3.94
STH-0087006,OPP-020820,2,2-Test Drive / Demo,2025-03-31 13:36:32,2025-04-05 01:49:38,4.51
STH-0087007,OPP-020820,3,3-Quotation,2025-04-05 01:49:38,2025-04-06 07:21:28,1.23
STH-0087008,OPP-020820,4,4-Negotiation,2025-04-06 07:21:28,2025-04-14 03:33:52,7.84
STH-0087009,OPP-020820,5,5-Booking / PO,2025-04-14 03:33:52,2025-04-21 08:23:57,7.2
STH-0087010,OPP-020820,6,6-Closed Won,2025-04-21 08:23:57,,
STH-0087011,OPP-020821,1,1-Enquiry,2025-03-26 16:04:54,2025-03-30 11:10:27,3.8
STH-0087012,OPP-020821,2,2-Test Drive / Demo,2025-03-30 11:10:27,2025-03-31 07:08:27,0.83
STH-0087013,OPP-020821,3,3-Quotation,2025-03-31 07:08:27,2025-04-03 14:30:17,3.31
STH-0087014,OPP-020821,4,4-Negotiation,2025-04-03 14:30:17,2025-04-11 20:32:18,8.25
STH-0087015,OPP-020821,7,7-Closed Lost,2025-04-11 20:32:18,,
STH-0087016,OPP-020822,1,1-Enquiry,2025-03-27 09:37:48,2025-03-31 06:44:35,3.88
STH-0087017,OPP-020822,2,2-Test Drive / Demo,2025-03-31 06:44:35,2025-04-01 12:41:20,1.25
STH-0087018,OPP-020822,7,7-Closed Lost,2025-04-01 12:41:20,,
STH-0087019,OPP-020823,1,1-Enquiry,2025-03-26 15:04:13,2025-03-28 23:47:19,2.36
STH-0087020,OPP-020823,2,2-Test Drive / Demo,2025-03-28 23:47:19,2025-03-29 19:17:59,0.81
STH-0087021,OPP-020823,3,3-Quotation,2025-03-29 19:17:59,2025-04-01 23:06:49,3.16
STH-0087022,OPP-020823,4,4-Negotiation,2025-04-01 23:06:49,2025-04-04 14:30:17,2.64
STH-0087023,OPP-020823,5,5-Booking / PO,2025-04-04 14:30:17,2025-04-16 19:38:58,12.21
STH-0087024,OPP-020823,6,6-Closed Won,2025-04-16 19:38:58,,
STH-0087025,OPP-020824,1,1-Enquiry,2025-03-26 13:23:54,2025-03-27 12:11:48,0.95
STH-0087026,OPP-020824,2,2-Test Drive / Demo,2025-03-27 12:11:48,2025-03-28 03:41:51,0.65
STH-0087027,OPP-020824,3,3-Quotation,2025-03-28 03:41:51,2025-04-01 06:34:29,4.12
STH-0087028,OPP-020824,4,4-Negotiation,2025-04-01 06:34:29,2025-04-03 02:33:18,1.83
STH-0087029,OPP-020824,5,5-Booking / PO,2025-04-03 02:33:18,2025-04-03 14:48:07,0.51
STH-0087030,OPP-020824,6,6-Closed Won,2025-04-03 14:48:07,,
STH-0087031,OPP-020825,1,1-Enquiry,2025-03-30 12:09:44,2025-04-01 14:58:47,2.12
STH-0087032,OPP-020825,7,7-Closed Lost,2025-04-01 14:58:47,,
STH-0087033,OPP-020826,1,1-Enquiry,2025-03-28 12:48:20,2025-03-28 23:02:42,0.43
STH-0087034,OPP-020826,2,2-Test Drive / Demo,2025-03-28 23:02:42,2025-04-02 18:44:21,4.82
STH-0087035,OPP-020826,3,3-Quotation,2025-04-02 18:44:21,2025-04-05 20:41:34,3.08
STH-0087036,OPP-020826,4,4-Negotiation,2025-04-05 20:41:34,2025-04-10 16:28:12,4.82
STH-0087037,OPP-020826,5,5-Booking / PO,2025-04-10 16:28:12,2025-05-16 15:18:49,35.95
STH-0087038,OPP-020826,7,7-Closed Lost,2025-05-16 15:18:49,,
STH-0087039,OPP-020827,1,1-Enquiry,2025-03-29 01:40:57,2025-04-02 08:31:10,4.28
STH-0087040,OPP-020827,2,2-Test Drive / Demo,2025-04-02 08:31:10,2025-04-03 08:46:43,1.01
STH-0087041,OPP-020827,7,7-Closed Lost,2025-04-03 08:46:43,,
STH-0087042,OPP-020828,1,1-Enquiry,2025-03-30 14:38:39,2025-03-31 10:18:27,0.82
STH-0087043,OPP-020828,2,2-Test Drive / Demo,2025-03-31 10:18:27,2025-04-02 11:13:30,2.04
STH-0087044,OPP-020828,3,3-Quotation,2025-04-02 11:13:30,2025-04-09 04:41:34,6.73
STH-0087045,OPP-020828,4,4-Negotiation,2025-04-09 04:41:34,2025-04-10 10:41:47,1.25
STH-0087046,OPP-020828,5,5-Booking / PO,2025-04-10 10:41:47,2025-04-24 16:15:07,14.23
STH-0087047,OPP-020828,6,6-Closed Won,2025-04-24 16:15:07,,
STH-0087048,OPP-020829,1,1-Enquiry,2025-04-13 15:33:38,2025-04-18 16:09:04,5.02
STH-0087049,OPP-020829,2,2-Test Drive / Demo,2025-04-18 16:09:04,,
STH-0087050,OPP-020830,1,1-Enquiry,2025-03-31 16:49:17,2025-04-01 22:51:55,1.25
STH-0087051,OPP-020830,2,2-Test Drive / Demo,2025-04-01 22:51:55,2025-04-04 00:38:14,2.07
STH-0087052,OPP-020830,3,3-Quotation,2025-04-04 00:38:14,2025-04-10 12:06:33,6.48
STH-0087053,OPP-020830,4,4-Negotiation,2025-04-10 12:06:33,2025-04-16 18:47:28,6.28
STH-0087054,OPP-020830,5,5-Booking / PO,2025-04-16 18:47:28,2025-05-04 04:22:56,17.4
STH-0087055,OPP-020830,6,6-Closed Won,2025-05-04 04:22:56,,
STH-0087056,OPP-020831,1,1-Enquiry,2025-03-26 16:05:06,2025-03-26 20:49:07,0.2
STH-0087057,OPP-020831,2,2-Test Drive / Demo,2025-03-26 20:49:07,2025-03-28 05:35:53,1.37
STH-0087058,OPP-020831,3,3-Quotation,2025-03-28 05:35:53,2025-03-30 03:08:14,1.9
STH-0087059,OPP-020831,4,4-Negotiation,2025-03-30 03:08:14,2025-04-01 13:28:53,2.43
STH-0087060,OPP-020831,5,5-Booking / PO,2025-04-01 13:28:53,2025-04-17 14:43:00,16.05
STH-0087061,OPP-020831,7,7-Closed Lost,2025-04-17 14:43:00,,
STH-0087062,OPP-020832,1,1-Enquiry,2025-04-01 00:41:37,2025-04-07 17:16:56,6.69
STH-0087063,OPP-020832,2,2-Test Drive / Demo,2025-04-07 17:16:56,2025-04-11 07:36:11,3.6
STH-0087064,OPP-020832,3,3-Quotation,2025-04-11 07:36:11,2025-04-11 17:43:26,0.42
STH-0087065,OPP-020832,4,4-Negotiation,2025-04-11 17:43:26,2025-04-17 22:33:07,6.2
STH-0087066,OPP-020832,5,5-Booking / PO,2025-04-17 22:33:07,2025-04-28 16:24:09,10.74
STH-0087067,OPP-020832,6,6-Closed Won,2025-04-28 16:24:09,,
STH-0087068,OPP-020833,1,1-Enquiry,2025-03-30 00:06:04,2025-04-01 07:12:18,2.3
STH-0087069,OPP-020833,7,7-Closed Lost,2025-04-01 07:12:18,,
STH-0087070,OPP-020834,1,1-Enquiry,2025-03-31 13:11:31,2025-04-03 07:25:25,2.76
STH-0087071,OPP-020834,2,2-Test Drive / Demo,2025-04-03 07:25:25,2025-04-04 18:15:51,1.45
STH-0087072,OPP-020834,3,3-Quotation,2025-04-04 18:15:51,2025-04-09 23:42:39,5.23
STH-0087073,OPP-020834,4,4-Negotiation,2025-04-09 23:42:39,2025-04-13 05:15:16,3.23
STH-0087074,OPP-020834,5,5-Booking / PO,2025-04-13 05:15:16,2025-05-05 18:12:18,22.54
STH-0087075,OPP-020834,6,6-Closed Won,2025-05-05 18:12:18,,
STH-0087076,OPP-020835,1,1-Enquiry,2025-03-29 08:21:47,2025-03-30 14:20:45,1.25
STH-0087077,OPP-020835,2,2-Test Drive / Demo,2025-03-30 14:20:45,2025-04-03 08:43:29,3.77
STH-0087078,OPP-020835,3,3-Quotation,2025-04-03 08:43:29,2025-04-07 02:50:59,3.76
STH-0087079,OPP-020835,4,4-Negotiation,2025-04-07 02:50:59,2025-04-14 00:32:05,6.9
STH-0087080,OPP-020835,5,5-Booking / PO,2025-04-14 00:32:05,2025-04-17 08:29:17,3.33
STH-0087081,OPP-020835,6,6-Closed Won,2025-04-17 08:29:17,,
STH-0087082,OPP-020836,1,1-Enquiry,2025-03-26 16:26:53,2025-03-29 10:27:01,2.75
STH-0087083,OPP-020836,2,2-Test Drive / Demo,2025-03-29 10:27:01,2025-03-30 22:30:02,1.5
STH-0087084,OPP-020836,3,3-Quotation,2025-03-30 22:30:02,2025-04-02 09:17:30,2.45
STH-0087085,OPP-020836,4,4-Negotiation,2025-04-02 09:17:30,2025-04-06 18:15:31,4.37
STH-0087086,OPP-020836,7,7-Closed Lost,2025-04-06 18:15:31,,
STH-0087087,OPP-020837,1,1-Enquiry,2025-03-26 17:39:07,2025-03-29 13:01:22,2.81
STH-0087088,OPP-020837,2,2-Test Drive / Demo,2025-03-29 13:01:22,2025-03-31 22:30:02,2.39
STH-0087089,OPP-020837,3,3-Quotation,2025-03-31 22:30:02,2025-04-02 03:09:46,1.19
STH-0087090,OPP-020837,4,4-Negotiation,2025-04-02 03:09:46,2025-04-04 20:50:39,2.74
STH-0087091,OPP-020837,5,5-Booking / PO,2025-04-04 20:50:39,2025-05-09 01:43:39,34.2
STH-0087092,OPP-020837,6,6-Closed Won,2025-05-09 01:43:39,,
STH-0087093,OPP-020838,1,1-Enquiry,2025-03-26 20:41:46,2025-03-29 01:02:08,2.18
STH-0087094,OPP-020838,2,2-Test Drive / Demo,2025-03-29 01:02:08,2025-03-29 07:44:51,0.28
STH-0087095,OPP-020838,3,3-Quotation,2025-03-29 07:44:51,2025-04-01 13:08:22,3.22
STH-0087096,OPP-020838,4,4-Negotiation,2025-04-01 13:08:22,2025-04-06 08:25:33,4.8
STH-0087097,OPP-020838,7,7-Closed Lost,2025-04-06 08:25:33,,
STH-0087098,OPP-020839,1,1-Enquiry,2025-03-26 20:23:40,2025-03-28 19:30:32,1.96
STH-0087099,OPP-020839,2,2-Test Drive / Demo,2025-03-28 19:30:32,2025-04-02 16:07:45,4.86
STH-0087100,OPP-020839,3,3-Quotation,2025-04-02 16:07:45,2025-04-03 14:10:44,0.92
STH-0087101,OPP-020839,4,4-Negotiation,2025-04-03 14:10:44,2025-04-06 17:27:05,3.14
STH-0087102,OPP-020839,5,5-Booking / PO,2025-04-06 17:27:05,2025-04-11 08:57:01,4.65
STH-0087103,OPP-020839,6,6-Closed Won,2025-04-11 08:57:01,,
STH-0087104,OPP-020840,1,1-Enquiry,2025-04-08 13:01:08,2025-04-17 07:42:52,8.78
STH-0087105,OPP-020840,7,7-Closed Lost,2025-04-17 07:42:52,,
STH-0087106,OPP-020841,1,1-Enquiry,2025-03-28 23:47:50,2025-04-01 16:54:58,3.71
STH-0087107,OPP-020841,7,7-Closed Lost,2025-04-01 16:54:58,,
STH-0087108,OPP-020842,1,1-Enquiry,2025-03-29 07:29:27,2025-04-03 10:09:32,5.11
STH-0087109,OPP-020842,2,2-Test Drive / Demo,2025-04-03 10:09:32,2025-04-10 02:37:40,6.69
STH-0087110,OPP-020842,7,7-Closed Lost,2025-04-10 02:37:40,,
STH-0087111,OPP-020843,1,1-Enquiry,2025-03-26 17:35:05,2025-04-01 04:49:23,5.47
STH-0087112,OPP-020843,2,2-Test Drive / Demo,2025-04-01 04:49:23,2025-04-03 05:47:49,2.04
STH-0087113,OPP-020843,3,3-Quotation,2025-04-03 05:47:49,2025-04-06 17:34:45,3.49
STH-0087114,OPP-020843,4,4-Negotiation,2025-04-06 17:34:45,2025-04-08 20:04:07,2.1
STH-0087115,OPP-020843,5,5-Booking / PO,2025-04-08 20:04:07,2025-04-10 22:33:35,2.1
STH-0087116,OPP-020843,7,7-Closed Lost,2025-04-10 22:33:35,,
STH-0087117,OPP-020844,1,1-Enquiry,2025-03-27 06:56:20,2025-03-28 15:08:51,1.34
STH-0087118,OPP-020844,2,2-Test Drive / Demo,2025-03-28 15:08:51,2025-04-02 00:16:27,4.38
STH-0087119,OPP-020844,3,3-Quotation,2025-04-02 00:16:27,2025-04-06 16:51:22,4.69
STH-0087120,OPP-020844,4,4-Negotiation,2025-04-06 16:51:22,2025-04-13 20:25:18,7.15
STH-0087121,OPP-020844,5,5-Booking / PO,2025-04-13 20:25:18,2025-05-04 05:09:50,20.36
STH-0087122,OPP-020844,6,6-Closed Won,2025-05-04 05:09:50,,
STH-0087123,OPP-020845,1,1-Enquiry,2025-03-26 21:44:23,2025-03-28 03:19:10,1.23
STH-0087124,OPP-020845,7,7-Closed Lost,2025-03-28 03:19:10,,
STH-0087125,OPP-020846,1,1-Enquiry,2025-03-26 17:05:51,2025-03-30 09:53:14,3.7
STH-0087126,OPP-020846,7,7-Closed Lost,2025-03-30 09:53:14,,
STH-0087127,OPP-020847,1,1-Enquiry,2025-03-27 13:26:52,2025-04-01 08:09:19,4.78
STH-0087128,OPP-020847,7,7-Closed Lost,2025-04-01 08:09:19,,
STH-0087129,OPP-020848,1,1-Enquiry,2025-03-26 21:20:39,2025-03-27 03:01:20,0.24
STH-0087130,OPP-020848,2,2-Test Drive / Demo,2025-03-27 03:01:20,2025-03-29 03:02:24,2.0
STH-0087131,OPP-020848,7,7-Closed Lost,2025-03-29 03:02:24,,
STH-0087132,OPP-020849,1,1-Enquiry,2025-03-26 20:34:20,2025-03-31 13:47:49,4.72
STH-0087133,OPP-020849,7,7-Closed Lost,2025-03-31 13:47:49,,
STH-0087134,OPP-020850,1,1-Enquiry,2025-03-30 17:26:20,2025-04-04 07:45:07,4.6
STH-0087135,OPP-020850,7,7-Closed Lost,2025-04-04 07:45:07,,
STH-0087136,OPP-020851,1,1-Enquiry,2025-03-26 17:38:14,2025-03-31 09:45:00,4.67
STH-0087137,OPP-020851,2,2-Test Drive / Demo,2025-03-31 09:45:00,2025-04-02 16:05:39,2.26
STH-0087138,OPP-020851,3,3-Quotation,2025-04-02 16:05:39,2025-04-07 21:15:28,5.22
STH-0087139,OPP-020851,4,4-Negotiation,2025-04-07 21:15:28,,
STH-0087140,OPP-020852,1,1-Enquiry,2025-04-08 19:50:10,2025-04-12 07:16:30,3.48
STH-0087141,OPP-020852,2,2-Test Drive / Demo,2025-04-12 07:16:30,2025-04-15 03:08:09,2.83
STH-0087142,OPP-020852,3,3-Quotation,2025-04-15 03:08:09,2025-04-21 03:33:22,6.02
STH-0087143,OPP-020852,7,7-Closed Lost,2025-04-21 03:33:22,,
STH-0087144,OPP-020853,1,1-Enquiry,2025-03-30 01:25:46,2025-04-02 00:17:51,2.95
STH-0087145,OPP-020853,2,2-Test Drive / Demo,2025-04-02 00:17:51,2025-04-05 07:25:26,3.3
STH-0087146,OPP-020853,7,7-Closed Lost,2025-04-05 07:25:26,,
STH-0087147,OPP-020854,1,1-Enquiry,2025-03-28 13:18:55,2025-03-31 05:23:39,2.67
STH-0087148,OPP-020854,7,7-Closed Lost,2025-03-31 05:23:39,,
STH-0087149,OPP-020855,1,1-Enquiry,2025-03-30 09:18:26,2025-03-31 11:05:36,1.07
STH-0087150,OPP-020855,2,2-Test Drive / Demo,2025-03-31 11:05:36,2025-04-01 03:44:52,0.69
STH-0087151,OPP-020855,3,3-Quotation,2025-04-01 03:44:52,2025-04-05 20:19:06,4.69
STH-0087152,OPP-020855,7,7-Closed Lost,2025-04-05 20:19:06,,
STH-0087153,OPP-020856,1,1-Enquiry,2025-03-30 05:38:55,2025-04-01 01:45:28,1.84
STH-0087154,OPP-020856,2,2-Test Drive / Demo,2025-04-01 01:45:28,2025-04-03 00:22:33,1.94
STH-0087155,OPP-020856,3,3-Quotation,2025-04-03 00:22:33,2025-04-03 23:33:22,0.97
STH-0087156,OPP-020856,4,4-Negotiation,2025-04-03 23:33:22,2025-04-04 08:53:44,0.39
STH-0087157,OPP-020856,7,7-Closed Lost,2025-04-04 08:53:44,,
STH-0087158,OPP-020857,1,1-Enquiry,2025-03-30 00:41:11,2025-04-01 05:48:39,2.21
STH-0087159,OPP-020857,7,7-Closed Lost,2025-04-01 05:48:39,,
STH-0087160,OPP-020858,1,1-Enquiry,2025-04-01 17:10:37,2025-04-03 15:15:22,1.92
STH-0087161,OPP-020858,2,2-Test Drive / Demo,2025-04-03 15:15:22,2025-04-07 19:43:39,4.19
STH-0087162,OPP-020858,3,3-Quotation,2025-04-07 19:43:39,2025-04-17 23:28:59,10.16
STH-0087163,OPP-020858,4,4-Negotiation,2025-04-17 23:28:59,2025-04-19 06:45:24,1.3
STH-0087164,OPP-020858,5,5-Booking / PO,2025-04-19 06:45:24,2025-05-13 12:46:21,24.25
STH-0087165,OPP-020858,6,6-Closed Won,2025-05-13 12:46:21,,
STH-0087166,OPP-020859,1,1-Enquiry,2025-03-27 00:10:13,2025-03-29 01:39:30,2.06
STH-0087167,OPP-020859,2,2-Test Drive / Demo,2025-03-29 01:39:30,2025-03-31 12:18:08,2.44
STH-0087168,OPP-020859,7,7-Closed Lost,2025-03-31 12:18:08,,
STH-0087169,OPP-020860,1,1-Enquiry,2025-04-01 10:06:29,2025-04-03 14:24:10,2.18
STH-0087170,OPP-020860,2,2-Test Drive / Demo,2025-04-03 14:24:10,2025-04-06 19:28:42,3.21
STH-0087171,OPP-020860,3,3-Quotation,2025-04-06 19:28:42,2025-04-11 15:26:05,4.83
STH-0087172,OPP-020860,7,7-Closed Lost,2025-04-11 15:26:05,,
STH-0087173,OPP-020861,1,1-Enquiry,2025-03-30 07:54:11,2025-04-01 09:05:56,2.05
STH-0087174,OPP-020861,7,7-Closed Lost,2025-04-01 09:05:56,,
STH-0087175,OPP-020862,1,1-Enquiry,2025-03-27 17:54:03,2025-03-28 18:04:34,1.01
STH-0087176,OPP-020862,7,7-Closed Lost,2025-03-28 18:04:34,,
STH-0087177,OPP-020863,1,1-Enquiry,2025-03-31 15:09:10,2025-04-05 22:31:14,5.31
STH-0087178,OPP-020863,2,2-Test Drive / Demo,2025-04-05 22:31:14,2025-04-09 00:52:38,3.1
STH-0087179,OPP-020863,7,7-Closed Lost,2025-04-09 00:52:38,,
STH-0087180,OPP-020864,1,1-Enquiry,2025-04-03 02:36:20,2025-04-07 03:15:10,4.03
STH-0087181,OPP-020864,2,2-Test Drive / Demo,2025-04-07 03:15:10,2025-04-12 21:23:53,5.76
STH-0087182,OPP-020864,7,7-Closed Lost,2025-04-12 21:23:53,,
STH-0087183,OPP-020865,1,1-Enquiry,2025-03-31 15:54:23,2025-04-01 11:25:58,0.81
STH-0087184,OPP-020865,7,7-Closed Lost,2025-04-01 11:25:58,,
STH-0087185,OPP-020866,1,1-Enquiry,2025-04-01 04:19:02,2025-04-05 16:02:51,4.49
STH-0087186,OPP-020866,2,2-Test Drive / Demo,2025-04-05 16:02:51,2025-04-11 20:56:15,6.2
STH-0087187,OPP-020866,3,3-Quotation,2025-04-11 20:56:15,2025-04-15 10:19:23,3.56
STH-0087188,OPP-020866,7,7-Closed Lost,2025-04-15 10:19:23,,
STH-0087189,OPP-020867,1,1-Enquiry,2025-03-28 09:04:44,2025-03-31 21:03:39,3.5
STH-0087190,OPP-020867,2,2-Test Drive / Demo,2025-03-31 21:03:39,2025-04-05 23:50:04,5.12
STH-0087191,OPP-020867,3,3-Quotation,2025-04-05 23:50:04,2025-04-10 07:15:34,4.31
STH-0087192,OPP-020867,4,4-Negotiation,2025-04-10 07:15:34,2025-04-11 08:08:36,1.04
STH-0087193,OPP-020867,5,5-Booking / PO,2025-04-11 08:08:36,2025-04-20 14:51:47,9.28
STH-0087194,OPP-020867,6,6-Closed Won,2025-04-20 14:51:47,,
STH-0087195,OPP-020868,1,1-Enquiry,2025-03-28 17:06:14,2025-03-29 11:45:36,0.78
STH-0087196,OPP-020868,7,7-Closed Lost,2025-03-29 11:45:36,,
STH-0087197,OPP-020869,1,1-Enquiry,2025-04-09 23:46:42,2025-04-18 13:28:02,8.57
STH-0087198,OPP-020869,2,2-Test Drive / Demo,2025-04-18 13:28:02,2025-04-28 20:45:40,10.3
STH-0087199,OPP-020869,3,3-Quotation,2025-04-28 20:45:40,2025-05-17 12:51:24,18.67
STH-0087200,OPP-020869,7,7-Closed Lost,2025-05-17 12:51:24,,
STH-0087201,OPP-020870,1,1-Enquiry,2025-03-27 20:41:44,2025-04-03 20:42:19,7.0
STH-0087202,OPP-020870,7,7-Closed Lost,2025-04-03 20:42:19,,
STH-0087203,OPP-020871,1,1-Enquiry,2025-04-01 19:26:54,2025-04-04 09:32:32,2.59
STH-0087204,OPP-020871,2,2-Test Drive / Demo,2025-04-04 09:32:32,2025-04-05 23:27:11,1.58
STH-0087205,OPP-020871,3,3-Quotation,2025-04-05 23:27:11,2025-04-17 17:34:33,11.76
STH-0087206,OPP-020871,4,4-Negotiation,2025-04-17 17:34:33,,
STH-0087207,OPP-020872,1,1-Enquiry,2025-03-30 14:35:30,2025-04-02 11:33:12,2.87
STH-0087208,OPP-020872,2,2-Test Drive / Demo,2025-04-02 11:33:12,2025-04-05 17:03:14,3.23
STH-0087209,OPP-020872,7,7-Closed Lost,2025-04-05 17:03:14,,
STH-0087210,OPP-020873,1,1-Enquiry,2025-03-30 04:14:00,2025-04-05 03:57:31,5.99
STH-0087211,OPP-020873,2,2-Test Drive / Demo,2025-04-05 03:57:31,2025-04-07 11:38:03,2.32
STH-0087212,OPP-020873,3,3-Quotation,2025-04-07 11:38:03,2025-04-12 15:52:47,5.18
STH-0087213,OPP-020873,4,4-Negotiation,2025-04-12 15:52:47,2025-04-13 02:59:44,0.46
STH-0087214,OPP-020873,5,5-Booking / PO,2025-04-13 02:59:44,2025-07-07 13:46:17,85.45
STH-0087215,OPP-020873,6,6-Closed Won,2025-07-07 13:46:17,,
STH-0087216,OPP-020874,1,1-Enquiry,2025-03-28 08:19:39,2025-04-03 20:02:32,6.49
STH-0087217,OPP-020874,2,2-Test Drive / Demo,2025-04-03 20:02:32,2025-04-05 11:29:27,1.64
STH-0087218,OPP-020874,3,3-Quotation,2025-04-05 11:29:27,2025-04-07 23:32:51,2.5
STH-0087219,OPP-020874,4,4-Negotiation,2025-04-07 23:32:51,2025-04-11 20:53:29,3.89
STH-0087220,OPP-020874,5,5-Booking / PO,2025-04-11 20:53:29,2025-04-13 17:56:24,1.88
STH-0087221,OPP-020874,6,6-Closed Won,2025-04-13 17:56:24,,
STH-0087222,OPP-020875,1,1-Enquiry,2025-03-28 19:43:52,2025-03-29 20:12:03,1.02
STH-0087223,OPP-020875,2,2-Test Drive / Demo,2025-03-29 20:12:03,2025-04-04 23:45:37,6.15
STH-0087224,OPP-020875,3,3-Quotation,2025-04-04 23:45:37,2025-04-07 10:30:10,2.45
STH-0087225,OPP-020875,4,4-Negotiation,2025-04-07 10:30:10,2025-04-08 09:23:01,0.95
STH-0087226,OPP-020875,5,5-Booking / PO,2025-04-08 09:23:01,2025-04-18 02:21:41,9.71
STH-0087227,OPP-020875,6,6-Closed Won,2025-04-18 02:21:41,,
STH-0087228,OPP-020876,1,1-Enquiry,2025-03-31 14:03:53,2025-04-10 07:01:43,9.71
STH-0087229,OPP-020876,2,2-Test Drive / Demo,2025-04-10 07:01:43,2025-04-12 04:57:57,1.91
STH-0087230,OPP-020876,3,3-Quotation,2025-04-12 04:57:57,2025-04-17 01:04:10,4.84
STH-0087231,OPP-020876,7,7-Closed Lost,2025-04-17 01:04:10,,
STH-0087232,OPP-020877,1,1-Enquiry,2025-03-27 16:45:31,2025-03-30 17:59:47,3.05
STH-0087233,OPP-020877,2,2-Test Drive / Demo,2025-03-30 17:59:47,2025-03-31 16:03:10,0.92
STH-0087234,OPP-020877,3,3-Quotation,2025-03-31 16:03:10,2025-04-02 00:43:07,1.36
STH-0087235,OPP-020877,4,4-Negotiation,2025-04-02 00:43:07,2025-04-07 01:10:06,5.02
STH-0087236,OPP-020877,5,5-Booking / PO,2025-04-07 01:10:06,2025-04-27 23:44:14,20.94
STH-0087237,OPP-020877,6,6-Closed Won,2025-04-27 23:44:14,,
STH-0087238,OPP-020878,1,1-Enquiry,2025-03-31 16:40:32,2025-04-01 20:28:32,1.16
STH-0087239,OPP-020878,2,2-Test Drive / Demo,2025-04-01 20:28:32,2025-04-04 03:18:29,2.28
STH-0087240,OPP-020878,7,7-Closed Lost,2025-04-04 03:18:29,,
STH-0087241,OPP-020879,1,1-Enquiry,2025-03-27 17:20:51,2025-03-29 02:34:43,1.38
STH-0087242,OPP-020879,2,2-Test Drive / Demo,2025-03-29 02:34:43,2025-04-02 00:14:38,3.9
STH-0087243,OPP-020879,3,3-Quotation,2025-04-02 00:14:38,2025-04-05 10:55:56,3.45
STH-0087244,OPP-020879,7,7-Closed Lost,2025-04-05 10:55:56,,
STH-0087245,OPP-020880,1,1-Enquiry,2025-03-31 04:00:36,2025-03-31 21:26:10,0.73
STH-0087246,OPP-020880,2,2-Test Drive / Demo,2025-03-31 21:26:10,2025-04-05 02:27:37,4.21
STH-0087247,OPP-020880,3,3-Quotation,2025-04-05 02:27:37,2025-04-08 11:20:14,3.37
STH-0087248,OPP-020880,4,4-Negotiation,2025-04-08 11:20:14,2025-04-14 02:50:59,5.65
STH-0087249,OPP-020880,7,7-Closed Lost,2025-04-14 02:50:59,,
STH-0087250,OPP-020881,1,1-Enquiry,2025-03-27 18:36:01,2025-04-02 05:31:52,5.46
STH-0087251,OPP-020881,2,2-Test Drive / Demo,2025-04-02 05:31:52,2025-04-03 22:27:39,1.71
STH-0087252,OPP-020881,3,3-Quotation,2025-04-03 22:27:39,2025-04-05 11:31:31,1.54
STH-0087253,OPP-020881,4,4-Negotiation,2025-04-05 11:31:31,2025-04-09 21:01:45,4.4
STH-0087254,OPP-020881,7,7-Closed Lost,2025-04-09 21:01:45,,
STH-0087255,OPP-020882,1,1-Enquiry,2025-03-31 11:03:07,2025-04-01 13:00:44,1.08
STH-0087256,OPP-020882,2,2-Test Drive / Demo,2025-04-01 13:00:44,2025-04-03 04:29:14,1.64
STH-0087257,OPP-020882,7,7-Closed Lost,2025-04-03 04:29:14,,
STH-0087258,OPP-020883,1,1-Enquiry,2025-04-01 00:17:23,2025-04-03 02:43:11,2.1
STH-0087259,OPP-020883,2,2-Test Drive / Demo,2025-04-03 02:43:11,2025-04-05 09:37:43,2.29
STH-0087260,OPP-020883,3,3-Quotation,2025-04-05 09:37:43,2025-04-11 04:24:39,5.78
STH-0087261,OPP-020883,4,4-Negotiation,2025-04-11 04:24:39,2025-04-14 13:31:05,3.38
STH-0087262,OPP-020883,7,7-Closed Lost,2025-04-14 13:31:05,,
STH-0087263,OPP-020884,1,1-Enquiry,2025-03-27 17:05:21,2025-03-28 06:50:24,0.57
STH-0087264,OPP-020884,7,7-Closed Lost,2025-03-28 06:50:24,,
STH-0087265,OPP-020885,1,1-Enquiry,2025-03-29 03:51:50,2025-04-01 06:39:18,3.12
